OTU_ID	sample_2353	sample_2160	sample_1861	sample_2187	sample_1533	sample_1828	sample_2262	sample_1728	sample_1799	sample_1758	sample_1760	sample_388	sample_1347	sample_1558	sample_1401	sample_607	sample_1546	sample_706	sample_1543	sample_1600	sample_2192	sample_1811	sample_566	sample_573	sample_2289	sample_1740	sample_1427	sample_1337	sample_1825	sample_483	sample_1522	sample_1832	sample_669	sample_2222	sample_473	sample_1500	sample_1475	sample_1520	sample_2158	sample_511	sample_469	sample_1489	sample_445	sample_2311	sample_1774	sample_2274	sample_520	sample_455	sample_1387	sample_424	sample_695	sample_1637	sample_1275	sample_1733	sample_429	sample_453	sample_2148	sample_1479	sample_1535	sample_1644	sample_1854	sample_743	sample_1464	sample_517	sample_1484	sample_1357	sample_1622	sample_1456	sample_433	sample_407	sample_2171	sample_685	sample_1269	sample_420	sample_535	sample_2281	sample_461	sample_2369	sample_382	sample_2167	sample_1707	sample_1560	sample_1443	sample_651	sample_1291	sample_2261	sample_574	sample_1276	sample_1372	sample_393	sample_565	sample_514	sample_1804	sample_1298	sample_2219	sample_1548	sample_726	sample_1263	sample_1678	sample_557
theta_p_63	9.0	4.0	33.0	10.0	18.0	8.0	2.0	2.0	18.0	62.0	15.0	33.0	1.0	12.0	38.0	3.0	19.0	7.0	8.0	22.0	12.0	2.0	41.0	4.0	2.0	3.0	15.0	36.0	199.0	11.0	13.0	14.0	6.0	17.0	1.0	57.0	11.0	22.0	11.0	4.0	6.0	27.0	5.0	1.0	14.0	84.0	4.0	2.0	3.0	3.0	7.0	6.0	20.0	27.0	11.0	6.0	6.0	12.0	9.0	1.0	16.0	26.0	9.0	6.0	18.0	14.0	48.0	0.0	32.0	3.0	16.0	5.0	3.0	8.0	18.0	1.0	9.0	2.0	15.0	1.0	3.0	40.0	22.0	2.0	10.0	22.0	9.0	2.0	32.0	8.0	12.0	11.0	16.0	8.0	5.0	30.0	9.0	10.0	6.0	8.0
theta_p_64	23.0	7.0	3.0	12.0	5.0	8.0	76.0	54.0	18.0	47.0	6.0	84.0	1.0	7.0	0.0	4.0	49.0	10.0	10.0	24.0	18.0	29.0	10.0	13.0	3.0	30.0	22.0	19.0	25.0	6.0	93.0	95.0	7.0	19.0	35.0	13.0	74.0	28.0	13.0	16.0	39.0	187.0	5.0	5.0	1.0	47.0	2.0	45.0	68.0	5.0	7.0	22.0	30.0	22.0	2.0	14.0	19.0	36.0	6.0	5.0	24.0	94.0	10.0	21.0	27.0	13.0	6.0	53.0	84.0	20.0	2.0	4.0	95.0	2.0	36.0	5.0	29.0	23.0	17.0	5.0	15.0	19.0	2.0	5.0	28.0	30.0	6.0	1.0	7.0	4.0	12.0	19.0	20.0	13.0	11.0	38.0	27.0	8.0	16.0	243.0
theta_p_65	42.0	5.0	7.0	2.0	5.0	339.0	113.0	43.0	16.0	6.0	9.0	65.0	28.0	12.0	71.0	1.0	15.0	25.0	14.0	5.0	18.0	13.0	7.0	51.0	8.0	18.0	53.0	30.0	8.0	113.0	21.0	27.0	16.0	16.0	25.0	26.0	60.0	8.0	130.0	11.0	6.0	2.0	2.0	19.0	8.0	20.0	1.0	29.0	16.0	13.0	2.0	10.0	24.0	17.0	10.0	19.0	102.0	3.0	13.0	26.0	15.0	63.0	15.0	35.0	113.0	18.0	15.0	10.0	30.0	4.0	25.0	14.0	0.0	4.0	6.0	5.0	23.0	50.0	13.0	2.0	25.0	30.0	5.0	18.0	161.0	20.0	20.0	13.0	7.0	4.0	29.0	5.0	22.0	10.0	6.0	2.0	17.0	7.0	17.0	26.0
theta_p_66	8.0	11.0	122.0	9.0	10.0	11.0	558.0	7.0	7.0	11.0	42.0	0.0	7.0	7.0	2.0	135.0	1.0	16.0	1.0	1.0	23.0	15.0	42.0	7.0	34.0	5.0	7.0	39.0	5.0	1.0	8.0	81.0	11.0	20.0	6.0	38.0	9.0	2.0	24.0	15.0	161.0	41.0	11.0	7.0	136.0	3.0	7.0	13.0	14.0	16.0	18.0	34.0	7.0	11.0	4.0	7.0	9.0	25.0	7.0	9.0	10.0	29.0	10.0	3.0	21.0	10.0	5.0	51.0	5.0	83.0	25.0	5.0	39.0	17.0	33.0	9.0	37.0	13.0	12.0	19.0	76.0	3.0	3.0	12.0	4.0	6.0	25.0	19.0	16.0	6.0	17.0	5.0	11.0	6.0	18.0	5.0	1.0	37.0	45.0	49.0
theta_p_67	4.0	0.0	8.0	5.0	4.0	15.0	8.0	9.0	8.0	10.0	9.0	14.0	2.0	11.0	3.0	0.0	13.0	1.0	18.0	4.0	13.0	104.0	3.0	1.0	9.0	19.0	5.0	3.0	4.0	0.0	5.0	5.0	8.0	44.0	11.0	24.0	5.0	2.0	6.0	20.0	42.0	9.0	6.0	1.0	10.0	2.0	4.0	1.0	44.0	4.0	9.0	4.0	9.0	4.0	14.0	6.0	6.0	4.0	18.0	5.0	5.0	10.0	3.0	2.0	4.0	8.0	16.0	0.0	32.0	7.0	6.0	4.0	16.0	12.0	4.0	3.0	10.0	1.0	1.0	10.0	11.0	27.0	4.0	4.0	33.0	2.0	18.0	17.0	1.0	7.0	29.0	5.0	11.0	4.0	12.0	9.0	10.0	36.0	2.0	4.0
theta_p_68	148.0	7.0	12.0	9.0	33.0	8.0	33.0	18.0	5.0	68.0	80.0	69.0	25.0	8.0	14.0	13.0	43.0	8.0	161.0	23.0	11.0	28.0	8.0	64.0	9.0	43.0	17.0	31.0	39.0	5.0	19.0	29.0	13.0	13.0	207.0	38.0	44.0	17.0	13.0	29.0	27.0	6.0	11.0	4.0	8.0	6.0	30.0	12.0	17.0	14.0	10.0	9.0	4.0	12.0	8.0	88.0	3.0	11.0	8.0	4.0	34.0	27.0	17.0	5.0	40.0	8.0	61.0	83.0	7.0	31.0	7.0	31.0	26.0	6.0	26.0	8.0	41.0	2.0	8.0	11.0	15.0	18.0	73.0	50.0	30.0	67.0	24.0	10.0	99.0	24.0	73.0	34.0	5.0	23.0	25.0	24.0	31.0	5.0	23.0	24.0
theta_p_69	13.0	7.0	7.0	20.0	23.0	5.0	35.0	23.0	4.0	82.0	39.0	21.0	28.0	5.0	13.0	2.0	6.0	13.0	63.0	2.0	1.0	38.0	16.0	9.0	23.0	8.0	11.0	14.0	1.0	0.0	2.0	4.0	21.0	3.0	10.0	19.0	5.0	17.0	9.0	20.0	6.0	13.0	50.0	10.0	5.0	10.0	1.0	12.0	6.0	6.0	0.0	3.0	4.0	7.0	27.0	1.0	12.0	2.0	6.0	3.0	1.0	2.0	19.0	2.0	2.0	7.0	4.0	1.0	7.0	13.0	59.0	10.0	10.0	7.0	18.0	39.0	17.0	20.0	22.0	14.0	3.0	65.0	8.0	0.0	1.0	3.0	8.0	3.0	10.0	13.0	16.0	11.0	1.0	10.0	5.0	7.0	27.0	13.0	3.0	2.0
theta_p_70	40.0	7.0	12.0	132.0	70.0	38.0	24.0	18.0	7.0	36.0	9.0	8.0	6.0	3.0	16.0	43.0	44.0	29.0	17.0	35.0	87.0	32.0	31.0	10.0	17.0	60.0	26.0	10.0	53.0	9.0	10.0	15.0	20.0	5.0	14.0	8.0	15.0	8.0	42.0	1.0	41.0	63.0	2.0	11.0	16.0	12.0	19.0	22.0	9.0	25.0	16.0	22.0	21.0	93.0	15.0	11.0	3.0	10.0	9.0	6.0	63.0	66.0	8.0	66.0	98.0	8.0	7.0	42.0	77.0	4.0	40.0	21.0	11.0	12.0	87.0	3.0	13.0	21.0	18.0	19.0	1.0	7.0	28.0	27.0	36.0	12.0	8.0	11.0	57.0	6.0	47.0	2.0	83.0	16.0	10.0	33.0	38.0	3.0	17.0	6.0
theta_p_71	0.0	1.0	3.0	4.0	1.0	10.0	3.0	9.0	2.0	0.0	1.0	1.0	2.0	1.0	3.0	2.0	2.0	5.0	5.0	5.0	0.0	1.0	3.0	0.0	0.0	30.0	1.0	3.0	3.0	3.0	6.0	5.0	2.0	4.0	8.0	4.0	19.0	0.0	6.0	1.0	4.0	3.0	1.0	2.0	9.0	1.0	5.0	13.0	2.0	2.0	2.0	23.0	1.0	1.0	2.0	0.0	0.0	5.0	0.0	5.0	14.0	16.0	2.0	9.0	2.0	0.0	4.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	11.0	1.0	7.0	1.0	2.0	9.0	1.0	3.0	2.0	0.0	5.0	0.0	2.0	5.0	1.0	4.0	1.0	6.0	3.0	5.0	14.0	5.0	9.0	3.0	2.0	1.0
theta_p_72	23.0	70.0	4.0	4.0	13.0	13.0	5.0	5.0	35.0	51.0	8.0	10.0	80.0	13.0	3.0	15.0	5.0	18.0	4.0	22.0	6.0	9.0	9.0	6.0	27.0	23.0	68.0	11.0	10.0	11.0	21.0	2.0	136.0	34.0	5.0	11.0	2.0	3.0	1.0	30.0	1.0	3.0	10.0	11.0	2.0	41.0	1.0	26.0	100.0	32.0	11.0	8.0	8.0	40.0	3.0	4.0	1.0	7.0	54.0	20.0	63.0	3.0	14.0	6.0	7.0	5.0	12.0	25.0	5.0	3.0	12.0	8.0	48.0	3.0	30.0	5.0	36.0	6.0	44.0	187.0	19.0	2.0	8.0	10.0	3.0	24.0	52.0	6.0	52.0	15.0	4.0	10.0	14.0	7.0	8.0	31.0	39.0	17.0	25.0	3.0
theta_p_73	1.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	7.0	1.0	2.0	0.0	3.0	3.0	1.0	0.0	2.0	9.0	8.0	2.0	4.0	1.0	7.0	5.0	0.0	2.0	5.0	1.0	0.0	3.0	1.0	17.0	1.0	3.0	5.0	1.0	3.0	1.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	7.0	0.0	1.0	2.0	5.0	1.0	0.0	6.0	4.0	8.0	1.0	0.0	6.0	6.0	3.0	7.0	1.0	2.0	1.0	2.0	2.0	6.0	0.0	5.0	49.0	0.0	1.0	0.0	3.0	6.0	12.0	20.0	4.0	7.0	3.0	0.0	1.0	3.0	6.0	0.0	0.0	24.0	1.0	0.0	24.0	1.0	0.0	2.0	3.0	3.0	1.0	4.0	2.0
theta_p_74	5.0	4.0	6.0	3.0	4.0	19.0	19.0	3.0	8.0	6.0	5.0	7.0	2.0	6.0	54.0	34.0	3.0	9.0	18.0	2.0	12.0	29.0	9.0	4.0	0.0	22.0	33.0	1.0	3.0	17.0	8.0	10.0	17.0	2.0	17.0	3.0	15.0	26.0	38.0	6.0	17.0	17.0	16.0	1.0	3.0	12.0	3.0	8.0	19.0	6.0	2.0	31.0	5.0	6.0	15.0	16.0	12.0	20.0	4.0	10.0	51.0	25.0	23.0	8.0	4.0	6.0	26.0	10.0	11.0	8.0	15.0	4.0	8.0	14.0	10.0	13.0	4.0	1.0	7.0	26.0	3.0	0.0	28.0	130.0	8.0	19.0	17.0	19.0	16.0	1.0	2.0	13.0	23.0	38.0	13.0	10.0	75.0	3.0	21.0	12.0
theta_p_75	1.0	90.0	18.0	1.0	7.0	13.0	34.0	22.0	13.0	23.0	2.0	4.0	28.0	0.0	5.0	0.0	7.0	42.0	8.0	9.0	2.0	9.0	60.0	16.0	5.0	2.0	1.0	5.0	5.0	0.0	14.0	1.0	20.0	18.0	2.0	6.0	5.0	38.0	20.0	23.0	8.0	4.0	44.0	3.0	14.0	5.0	3.0	35.0	4.0	3.0	4.0	106.0	10.0	11.0	26.0	10.0	32.0	4.0	3.0	7.0	7.0	44.0	22.0	4.0	3.0	2.0	9.0	9.0	5.0	11.0	23.0	22.0	6.0	9.0	2.0	9.0	21.0	27.0	5.0	5.0	8.0	19.0	4.0	2.0	11.0	11.0	8.0	8.0	9.0	9.0	11.0	14.0	7.0	23.0	13.0	3.0	18.0	5.0	1.0	12.0
theta_p_76	9.0	15.0	23.0	13.0	38.0	17.0	34.0	20.0	20.0	11.0	30.0	14.0	12.0	34.0	4.0	3.0	44.0	39.0	14.0	46.0	26.0	10.0	23.0	37.0	64.0	20.0	5.0	7.0	15.0	30.0	2.0	41.0	126.0	14.0	10.0	7.0	66.0	36.0	66.0	4.0	0.0	76.0	4.0	26.0	16.0	23.0	47.0	10.0	6.0	2.0	55.0	4.0	5.0	14.0	3.0	8.0	17.0	32.0	13.0	60.0	74.0	57.0	6.0	27.0	19.0	16.0	25.0	29.0	12.0	16.0	6.0	5.0	10.0	18.0	14.0	32.0	24.0	7.0	9.0	5.0	5.0	1.0	17.0	7.0	72.0	58.0	6.0	0.0	21.0	0.0	41.0	13.0	50.0	20.0	26.0	26.0	4.0	9.0	28.0	24.0
theta_p_77	69.0	26.0	15.0	16.0	23.0	4.0	29.0	4.0	4.0	17.0	13.0	20.0	55.0	11.0	41.0	36.0	25.0	6.0	6.0	6.0	4.0	7.0	3.0	8.0	2.0	2.0	5.0	15.0	18.0	21.0	10.0	10.0	36.0	63.0	5.0	33.0	15.0	14.0	0.0	42.0	21.0	21.0	4.0	8.0	100.0	79.0	8.0	3.0	108.0	3.0	22.0	3.0	22.0	19.0	2.0	22.0	11.0	1.0	1.0	6.0	8.0	1.0	41.0	7.0	12.0	27.0	7.0	2.0	3.0	9.0	3.0	1.0	4.0	5.0	19.0	14.0	6.0	22.0	7.0	10.0	10.0	7.0	8.0	4.0	21.0	6.0	32.0	2.0	39.0	1.0	5.0	58.0	3.0	68.0	9.0	11.0	45.0	11.0	36.0	2.0
theta_p_78	39.0	20.0	12.0	22.0	16.0	19.0	119.0	8.0	71.0	57.0	76.0	15.0	72.0	7.0	8.0	14.0	12.0	40.0	6.0	24.0	8.0	14.0	28.0	11.0	7.0	10.0	17.0	15.0	14.0	10.0	28.0	28.0	42.0	13.0	15.0	13.0	12.0	5.0	14.0	39.0	8.0	30.0	19.0	8.0	37.0	23.0	2.0	12.0	21.0	6.0	3.0	7.0	6.0	21.0	37.0	12.0	26.0	7.0	13.0	23.0	7.0	23.0	3.0	4.0	9.0	6.0	3.0	44.0	8.0	3.0	26.0	13.0	0.0	9.0	24.0	8.0	4.0	8.0	10.0	13.0	23.0	1.0	15.0	10.0	18.0	11.0	93.0	86.0	64.0	5.0	7.0	22.0	50.0	14.0	14.0	12.0	15.0	35.0	8.0	48.0
theta_p_79	18.0	4.0	19.0	22.0	22.0	9.0	59.0	118.0	36.0	8.0	8.0	16.0	5.0	17.0	77.0	12.0	3.0	43.0	12.0	15.0	18.0	37.0	51.0	7.0	12.0	12.0	3.0	2.0	8.0	5.0	17.0	9.0	11.0	9.0	3.0	51.0	47.0	31.0	10.0	59.0	1.0	8.0	42.0	18.0	9.0	3.0	5.0	3.0	30.0	15.0	10.0	8.0	4.0	8.0	22.0	24.0	2.0	3.0	4.0	31.0	1.0	24.0	11.0	13.0	3.0	7.0	32.0	13.0	8.0	24.0	19.0	26.0	18.0	14.0	5.0	22.0	38.0	31.0	8.0	13.0	56.0	38.0	6.0	5.0	6.0	3.0	32.0	9.0	17.0	14.0	10.0	86.0	14.0	12.0	2.0	12.0	3.0	18.0	4.0	13.0
theta_p_80	8.0	8.0	10.0	58.0	14.0	16.0	12.0	7.0	262.0	22.0	18.0	52.0	21.0	5.0	27.0	4.0	8.0	17.0	11.0	30.0	7.0	15.0	22.0	14.0	10.0	20.0	8.0	28.0	31.0	8.0	21.0	15.0	16.0	95.0	19.0	18.0	19.0	3.0	27.0	17.0	31.0	7.0	4.0	20.0	29.0	48.0	9.0	13.0	18.0	3.0	10.0	11.0	36.0	15.0	26.0	7.0	14.0	29.0	22.0	16.0	12.0	12.0	82.0	22.0	36.0	9.0	12.0	13.0	16.0	17.0	35.0	155.0	18.0	33.0	5.0	9.0	13.0	43.0	3.0	11.0	33.0	25.0	26.0	6.0	2.0	11.0	10.0	10.0	3.0	1.0	4.0	6.0	20.0	6.0	17.0	20.0	37.0	2.0	152.0	12.0
theta_p_81	3.0	13.0	61.0	18.0	4.0	1.0	56.0	5.0	24.0	19.0	5.0	3.0	6.0	5.0	11.0	10.0	6.0	3.0	172.0	12.0	7.0	28.0	12.0	5.0	1.0	0.0	9.0	2.0	22.0	48.0	22.0	23.0	2.0	4.0	20.0	3.0	11.0	10.0	45.0	47.0	33.0	24.0	5.0	47.0	15.0	5.0	5.0	7.0	12.0	24.0	2.0	32.0	13.0	13.0	15.0	13.0	25.0	13.0	30.0	1.0	17.0	41.0	4.0	1.0	15.0	4.0	1.0	12.0	3.0	5.0	17.0	6.0	25.0	26.0	23.0	57.0	16.0	1.0	4.0	1.0	4.0	6.0	40.0	20.0	46.0	1.0	20.0	5.0	39.0	9.0	11.0	5.0	19.0	13.0	16.0	4.0	8.0	5.0	17.0	3.0
theta_p_82	6.0	6.0	2.0	43.0	23.0	21.0	29.0	8.0	8.0	11.0	13.0	9.0	32.0	41.0	32.0	10.0	11.0	8.0	22.0	20.0	18.0	17.0	8.0	5.0	15.0	34.0	12.0	4.0	5.0	3.0	11.0	27.0	16.0	12.0	5.0	1.0	1.0	16.0	60.0	5.0	34.0	127.0	3.0	30.0	23.0	23.0	21.0	2.0	1.0	15.0	6.0	1.0	12.0	7.0	16.0	12.0	34.0	7.0	1.0	26.0	7.0	4.0	23.0	10.0	3.0	0.0	15.0	10.0	2.0	4.0	8.0	46.0	41.0	4.0	11.0	26.0	10.0	18.0	92.0	11.0	3.0	19.0	19.0	21.0	15.0	13.0	8.0	34.0	11.0	6.0	12.0	22.0	15.0	30.0	46.0	2.0	2.0	3.0	27.0	12.0
theta_p_83	31.0	132.0	18.0	13.0	3.0	7.0	17.0	25.0	30.0	50.0	90.0	3.0	11.0	22.0	12.0	7.0	17.0	25.0	20.0	14.0	1.0	11.0	19.0	6.0	19.0	5.0	4.0	26.0	13.0	17.0	11.0	12.0	2.0	54.0	3.0	9.0	56.0	11.0	5.0	24.0	20.0	3.0	24.0	36.0	15.0	32.0	7.0	24.0	39.0	10.0	13.0	16.0	19.0	71.0	12.0	33.0	183.0	21.0	33.0	26.0	90.0	17.0	29.0	4.0	9.0	4.0	33.0	91.0	38.0	68.0	5.0	4.0	11.0	14.0	69.0	12.0	15.0	28.0	33.0	16.0	59.0	10.0	14.0	40.0	10.0	1.0	70.0	4.0	5.0	8.0	6.0	13.0	11.0	27.0	6.0	16.0	121.0	0.0	5.0	82.0
theta_p_84	59.0	8.0	4.0	12.0	2.0	2.0	37.0	16.0	13.0	4.0	12.0	9.0	0.0	8.0	2.0	7.0	6.0	18.0	5.0	15.0	10.0	8.0	12.0	30.0	2.0	13.0	3.0	3.0	16.0	7.0	29.0	4.0	24.0	3.0	11.0	2.0	3.0	6.0	1.0	1.0	17.0	25.0	0.0	11.0	88.0	20.0	3.0	7.0	16.0	18.0	6.0	18.0	1.0	11.0	20.0	5.0	1.0	12.0	6.0	2.0	6.0	11.0	17.0	7.0	7.0	0.0	2.0	19.0	6.0	4.0	5.0	4.0	43.0	49.0	8.0	15.0	68.0	29.0	27.0	6.0	13.0	2.0	21.0	6.0	13.0	19.0	2.0	14.0	17.0	3.0	55.0	11.0	30.0	37.0	0.0	4.0	11.0	2.0	5.0	1.0
theta_p_85	13.0	0.0	48.0	16.0	6.0	3.0	28.0	2.0	41.0	25.0	58.0	19.0	0.0	47.0	21.0	129.0	50.0	2.0	3.0	4.0	2.0	42.0	0.0	15.0	6.0	9.0	6.0	6.0	28.0	20.0	4.0	3.0	45.0	36.0	4.0	2.0	16.0	8.0	10.0	7.0	43.0	25.0	4.0	15.0	3.0	3.0	17.0	1.0	2.0	25.0	54.0	14.0	14.0	13.0	7.0	7.0	12.0	9.0	12.0	11.0	72.0	19.0	8.0	1.0	10.0	6.0	13.0	5.0	5.0	32.0	17.0	26.0	3.0	16.0	10.0	1.0	14.0	2.0	7.0	9.0	6.0	18.0	38.0	6.0	6.0	21.0	8.0	1.0	4.0	5.0	2.0	33.0	7.0	1.0	74.0	21.0	14.0	4.0	37.0	3.0
theta_p_86	10.0	39.0	11.0	12.0	10.0	18.0	6.0	12.0	14.0	9.0	17.0	3.0	21.0	2.0	49.0	12.0	1.0	5.0	10.0	10.0	6.0	2.0	24.0	48.0	6.0	5.0	28.0	35.0	5.0	11.0	17.0	11.0	11.0	6.0	32.0	30.0	2.0	17.0	31.0	5.0	23.0	62.0	7.0	12.0	6.0	12.0	24.0	10.0	20.0	3.0	5.0	63.0	21.0	4.0	68.0	3.0	49.0	27.0	7.0	22.0	23.0	45.0	59.0	9.0	3.0	19.0	22.0	21.0	1.0	2.0	0.0	29.0	17.0	18.0	39.0	33.0	82.0	4.0	83.0	13.0	30.0	21.0	45.0	6.0	67.0	7.0	48.0	3.0	17.0	29.0	42.0	16.0	153.0	7.0	15.0	15.0	54.0	1.0	24.0	13.0
theta_p_87	31.0	45.0	13.0	7.0	6.0	24.0	2.0	6.0	11.0	1.0	24.0	15.0	14.0	7.0	229.0	3.0	13.0	10.0	110.0	19.0	19.0	7.0	4.0	4.0	5.0	40.0	26.0	24.0	16.0	8.0	19.0	10.0	12.0	17.0	4.0	15.0	9.0	11.0	7.0	1.0	11.0	32.0	17.0	5.0	3.0	11.0	1.0	3.0	24.0	9.0	4.0	12.0	6.0	8.0	1.0	16.0	17.0	9.0	3.0	13.0	179.0	75.0	9.0	5.0	6.0	16.0	14.0	14.0	21.0	10.0	9.0	22.0	13.0	6.0	14.0	25.0	15.0	3.0	29.0	3.0	2.0	10.0	13.0	20.0	2.0	36.0	1.0	7.0	0.0	13.0	5.0	3.0	17.0	21.0	13.0	32.0	14.0	6.0	5.0	3.0
theta_p_88	7.0	15.0	5.0	6.0	7.0	17.0	4.0	5.0	13.0	6.0	41.0	2.0	65.0	21.0	126.0	15.0	33.0	16.0	5.0	16.0	18.0	104.0	32.0	22.0	10.0	16.0	37.0	19.0	17.0	12.0	14.0	3.0	1.0	45.0	67.0	27.0	39.0	1.0	14.0	7.0	3.0	22.0	5.0	52.0	73.0	38.0	18.0	8.0	17.0	0.0	1.0	17.0	11.0	15.0	5.0	59.0	7.0	7.0	29.0	28.0	37.0	22.0	28.0	5.0	18.0	68.0	6.0	3.0	29.0	1.0	13.0	3.0	6.0	8.0	16.0	6.0	8.0	30.0	3.0	1.0	11.0	32.0	37.0	42.0	9.0	14.0	2.0	30.0	6.0	20.0	119.0	22.0	4.0	14.0	26.0	9.0	2.0	4.0	246.0	9.0
theta_p_89	47.0	4.0	22.0	2.0	22.0	2.0	7.0	1.0	4.0	18.0	2.0	4.0	20.0	38.0	7.0	6.0	5.0	6.0	3.0	11.0	18.0	3.0	3.0	30.0	7.0	30.0	1.0	0.0	3.0	9.0	27.0	7.0	45.0	15.0	2.0	6.0	15.0	8.0	6.0	44.0	17.0	5.0	1.0	16.0	2.0	71.0	0.0	11.0	3.0	32.0	32.0	2.0	1.0	1.0	4.0	21.0	2.0	2.0	26.0	1.0	9.0	17.0	13.0	3.0	4.0	13.0	19.0	16.0	21.0	3.0	40.0	13.0	17.0	1.0	20.0	3.0	5.0	11.0	25.0	7.0	13.0	7.0	4.0	17.0	9.0	6.0	5.0	5.0	2.0	18.0	0.0	5.0	6.0	32.0	38.0	20.0	4.0	5.0	19.0	18.0
theta_p_90	9.0	9.0	9.0	9.0	5.0	7.0	1.0	2.0	1.0	16.0	0.0	2.0	1.0	1.0	4.0	0.0	1.0	3.0	5.0	8.0	15.0	0.0	24.0	0.0	1.0	6.0	3.0	5.0	17.0	3.0	1.0	24.0	2.0	20.0	3.0	5.0	4.0	15.0	2.0	6.0	0.0	9.0	2.0	4.0	1.0	3.0	0.0	3.0	22.0	17.0	2.0	9.0	4.0	51.0	6.0	2.0	6.0	2.0	4.0	2.0	11.0	1.0	9.0	12.0	8.0	2.0	0.0	33.0	2.0	8.0	4.0	35.0	1.0	1.0	2.0	5.0	1.0	2.0	1.0	6.0	2.0	18.0	6.0	5.0	2.0	16.0	18.0	1.0	5.0	2.0	1.0	9.0	6.0	4.0	2.0	4.0	10.0	7.0	12.0	3.0
theta_p_91	16.0	21.0	89.0	20.0	5.0	0.0	11.0	136.0	12.0	7.0	37.0	107.0	31.0	50.0	6.0	30.0	25.0	6.0	11.0	7.0	4.0	62.0	3.0	17.0	27.0	17.0	9.0	5.0	17.0	8.0	213.0	10.0	9.0	2.0	24.0	7.0	26.0	14.0	3.0	2.0	7.0	4.0	5.0	4.0	6.0	9.0	2.0	2.0	18.0	1.0	9.0	19.0	31.0	21.0	16.0	4.0	24.0	2.0	25.0	11.0	5.0	9.0	14.0	7.0	21.0	85.0	8.0	6.0	29.0	8.0	2.0	11.0	46.0	5.0	22.0	16.0	27.0	68.0	7.0	26.0	15.0	14.0	17.0	8.0	2.0	43.0	17.0	1.0	10.0	0.0	38.0	10.0	1.0	28.0	13.0	1.0	7.0	3.0	6.0	2.0
theta_p_92	9.0	32.0	36.0	12.0	0.0	19.0	3.0	12.0	7.0	10.0	5.0	3.0	8.0	20.0	2.0	8.0	6.0	3.0	6.0	24.0	12.0	7.0	8.0	6.0	17.0	41.0	2.0	10.0	6.0	24.0	10.0	24.0	48.0	12.0	10.0	5.0	10.0	24.0	41.0	8.0	2.0	6.0	13.0	16.0	10.0	19.0	14.0	8.0	7.0	9.0	6.0	13.0	7.0	8.0	40.0	8.0	6.0	10.0	7.0	58.0	2.0	10.0	22.0	5.0	17.0	13.0	0.0	44.0	14.0	16.0	20.0	30.0	11.0	4.0	0.0	13.0	19.0	0.0	34.0	14.0	12.0	6.0	15.0	6.0	7.0	20.0	7.0	5.0	35.0	2.0	26.0	2.0	19.0	3.0	15.0	18.0	5.0	10.0	18.0	7.0
theta_p_93	14.0	20.0	22.0	4.0	5.0	12.0	36.0	14.0	13.0	20.0	39.0	13.0	44.0	33.0	3.0	3.0	8.0	12.0	40.0	0.0	32.0	13.0	13.0	32.0	11.0	3.0	14.0	11.0	44.0	29.0	8.0	7.0	14.0	4.0	8.0	2.0	65.0	17.0	19.0	7.0	60.0	37.0	5.0	0.0	20.0	26.0	1.0	13.0	4.0	28.0	14.0	65.0	17.0	42.0	120.0	17.0	3.0	19.0	3.0	44.0	67.0	27.0	3.0	34.0	15.0	6.0	10.0	25.0	12.0	17.0	13.0	2.0	6.0	10.0	18.0	25.0	3.0	11.0	94.0	19.0	56.0	12.0	13.0	1.0	7.0	68.0	41.0	17.0	92.0	9.0	52.0	13.0	7.0	19.0	18.0	62.0	25.0	136.0	7.0	45.0
theta_p_94	7.0	14.0	26.0	4.0	6.0	13.0	15.0	14.0	5.0	15.0	18.0	22.0	8.0	7.0	2.0	95.0	14.0	9.0	10.0	2.0	10.0	1.0	29.0	21.0	10.0	8.0	6.0	1.0	3.0	3.0	7.0	36.0	2.0	5.0	1.0	3.0	9.0	5.0	7.0	8.0	7.0	12.0	3.0	22.0	10.0	4.0	13.0	1.0	7.0	3.0	8.0	15.0	6.0	27.0	13.0	72.0	37.0	1.0	13.0	3.0	5.0	56.0	22.0	16.0	6.0	10.0	6.0	64.0	2.0	3.0	1.0	9.0	36.0	3.0	8.0	1.0	11.0	35.0	5.0	15.0	12.0	10.0	7.0	11.0	13.0	23.0	5.0	0.0	12.0	7.0	2.0	2.0	14.0	25.0	7.0	6.0	0.0	2.0	2.0	10.0
